,Current_d,Future_d,delta_d,order
tmp_D.255,0,0,0,419
tmp_D.283,0,0,0,420
tmp_D.297,0,0,0,421
tmp_D.324,0,0,0,422
tmp_D.33,0,0,0,423
tmp_D.337,NA,NA,0,424
tmp_D.361,0,0,0,425
tmp_D.363,0,0,0,426
tmp_D.365,0,0,0,427
tmp_D.366,0,0,0,428
tmp_D.469,0,0,0,429
tmp_D.530,0,0,0,430
tmp_D.54,NA,NA,0,431
tmp_D.578,0,0,0,432
tmp_D.579,0,0,0,433
tmp_D.615,0,0,0,434
tmp_D.669,0,0,0,435
tmp_D.694,0,0,0,436
tmp_D.759,0,0,0,437
tmp_D.783,0,0,0,438
tmp_D.799,0,0,0,439
tmp_D.811,0,0,0,440
tmp_D.812,0,0,0,441
tmp_D.825,0,0,0,442
tmp_D.854,0,0,0,443
tmp_D.200,1.11E-16,0,1.11022E-16,444
tmp_D.371,1.11E-16,0,1.11022E-16,445
tmp_D.52,1.11E-16,0,1.11022E-16,446
tmp_D.632,1.11E-16,0,1.11022E-16,447
tmp_D.670,1.11E-16,0,1.11022E-16,448
tmp_D.671,1.11E-16,0,1.11022E-16,449
tmp_D.804,1.11E-16,0,1.11022E-16,450
tmp_D.201,0,-2.22E-16,2.22045E-16,451
tmp_D.270,0,-2.22E-16,2.22045E-16,452
tmp_D.484,1.11E-16,-2.22E-16,3.33067E-16,453
tmp_D.8,0.008358663,0.008328491,3.01714E-05,454
tmp_D.141,0.182687056,0.182654402,3.26542E-05,455
tmp_D.536,0.212425765,0.212391637,3.41283E-05,456
tmp_D.527,0.002912186,0.002839117,7.30697E-05,457
tmp_D.656,0.11946533,0.11937686,8.84702E-05,458
tmp_D.753,0.017369201,0.017249005,0.000120197,459
tmp_D.113,0.315412186,0.315274015,0.000138171,460
tmp_D.249,0.004998913,0.004846527,0.000152387,461
tmp_D.46,0.002634434,0.002342764,0.000291669,462
tmp_D.750,0.045603944,0.045271391,0.000332553,463
tmp_D.35,0.022500423,0.022147084,0.000353339,464
tmp_D.241,0.000397062,0,0.000397062,465
tmp_D.310,0.077637444,0.077237434,0.000400011,466
tmp_D.246,0.000417101,0,0.000417101,467
tmp_D.584,0.017426593,0.016992138,0.000434455,468
tmp_D.620,0.045945946,0.045446079,0.000499867,469
tmp_D.294,0.117897296,0.11735897,0.000538326,470
tmp_D.446,0.124651362,0.124009901,0.000641461,471
tmp_D.32,0.031274535,0.030626873,0.000647662,472
tmp_D.515,0.000708215,0,0.000708215,473
tmp_D.321,0.000979432,0.000269397,0.000710035,474
tmp_D.648,0.044296788,0.043503148,0.00079364,475
tmp_D.435,0.01473397,0.013888889,0.000845081,476
tmp_D.588,0.001682793,0.000729927,0.000952866,477
tmp_D.821,0.232506554,0.231527094,0.00097946,478
tmp_D.840,0.00099272,0,0.00099272,479
tmp_D.664,0.001003009,0,0.001003009,480
tmp_D.719,0.086378738,0.085277151,0.001101587,481
tmp_D.240,0.003125,0.002001001,0.001123999,482
tmp_D.338,0.001130199,-2.22E-16,0.001130199,483
tmp_D.372,0.064953271,0.063815029,0.001138242,484
tmp_D.10,0.026021401,0.024849216,0.001172185,485
tmp_D.45,0.00459674,0.003390507,0.001206234,486
tmp_D.852,0.001231527,0,0.001231527,487
tmp_D.20,0.054345528,0.053051059,0.001294469,488
tmp_D.785,0.133706294,0.132289417,0.001416877,489
tmp_D.247,0.002589641,0.001060221,0.001529421,490
tmp_D.417,0.133932912,0.132372215,0.001560697,491
tmp_D.237,0.021162791,0.019595177,0.001567614,492
tmp_D.80,0.005575266,0.003953685,0.001621581,493
tmp_D.37,0.362913205,0.361198189,0.001715016,494
tmp_D.437,0.028050216,0.026299179,0.001751036,495
tmp_D.162,0.165851584,0.164077882,0.001773702,496
tmp_D.51,0.00766032,0.005865103,0.001795217,497
tmp_D.72,0.230936819,0.229055851,0.001880968,498
tmp_D.851,0.001886348,0,0.001886348,499
tmp_D.36,0.169950206,0.168017525,0.001932681,500
tmp_D.373,0.09849051,0.096442468,0.002048042,501
tmp_D.651,0.024610336,0.022539444,0.002070892,502
tmp_D.778,0.106747035,0.104674391,0.002072644,503
tmp_D.323,0.072086234,0.069973428,0.002112806,504
tmp_D.358,0.094559209,0.092379386,0.002179823,505
tmp_D.454,0.060949299,0.058747412,0.002201887,506
tmp_D.777,0.276235509,0.273999398,0.002236111,507
tmp_D.507,0.036501224,0.034243606,0.002257618,508
tmp_D.747,0.002278943,-2.22E-16,0.002278943,509
tmp_D.611,0.306,0.303524614,0.002475386,510
tmp_D.117,0.003771213,0.001269573,0.00250164,511
tmp_D.661,0.006983511,0.004385049,0.002598462,512
tmp_D.534,0.011736527,0.009004739,0.002731788,513
tmp_D.505,0.028551889,0.02576393,0.002787959,514
tmp_D.287,0.015225666,0.012407407,0.002818259,515
tmp_D.742,0.044408775,0.041548631,0.002860144,516
tmp_D.171,0.002920871,1.11E-16,0.002920871,517
tmp_D.770,0.077352695,0.074339839,0.003012856,518
tmp_D.468,0.136812144,0.13368169,0.003130455,519
tmp_D.272,0.125711683,0.12254902,0.003162663,520
tmp_D,0.209554625,0.206370399,0.003184226,521
tmp_D.269,0.003375934,1.11E-16,0.003375934,522
tmp_D.63,0.003436426,0,0.003436426,523
tmp_D.617,0.010523854,0.006912442,0.003611412,524
tmp_D.221,0.085928071,0.082291364,0.003636708,525
tmp_D.685,0.004945598,0.001241311,0.003704288,526
tmp_D.303,0.150938967,0.147161355,0.003777613,527
tmp_D.86,0.362343096,0.358532518,0.003810578,528
tmp_D.173,0.182882364,0.179068842,0.003813522,529
tmp_D.649,0.124852768,0.121029573,0.003823195,530
tmp_D.26,0.197125546,0.193148174,0.003977372,531
tmp_D.106,0.013003663,0.008997751,0.004005912,532
tmp_D.226,0.089129315,0.085001076,0.004128239,533
tmp_D.714,0.013066667,0.008925823,0.004140843,534
tmp_D.718,0.245450192,0.241293532,0.004156659,535
tmp_D.646,0.084983878,0.080729167,0.004254712,536
tmp_D.524,0.048002743,0.043739441,0.004263302,537
tmp_D.475,0.119823418,0.115521327,0.004302091,538
tmp_D.642,0.11459695,0.110279239,0.004317711,539
tmp_D.50,0.027050236,0.022593551,0.004456685,540
tmp_D.202,0.034612057,0.030050505,0.004561551,541
tmp_D.245,0.017928707,0.013280764,0.004647943,542
tmp_D.129,0.004771199,-2.22E-16,0.004771199,543
tmp_D.838,0.009668205,0.004705231,0.004962974,544
tmp_D.665,0.27369463,0.268616301,0.005078329,545
tmp_D.741,0.225231287,0.220137769,0.005093517,546
tmp_D.154,0.021827825,0.016676476,0.005151349,547
tmp_D.418,0.131573108,0.126402393,0.005170715,548
tmp_D.850,0.325683687,0.320427236,0.005256451,549
tmp_D.268,0.068162315,0.062765273,0.005397041,550
tmp_D.509,0.160825325,0.155393513,0.005431812,551
tmp_D.328,0.093131548,0.087675765,0.005455783,552
tmp_D.595,0.005476951,0,0.005476951,553
tmp_D.24,0.179759795,0.174240921,0.005518874,554
tmp_D.794,0.005784907,0,0.005784907,555
tmp_D.195,0.102571269,0.096340553,0.006230716,556
tmp_D.519,0.006303725,0,0.006303725,557
tmp_D.401,0.158580739,0.152237496,0.006343242,558
tmp_D.17,0.281485038,0.275126422,0.006358615,559
tmp_D.828,0.013243167,0.006882169,0.006360998,560
tmp_D.53,0.059101655,0.052677029,0.006424625,561
tmp_D.11,0.118604153,0.112078346,0.006525807,562
tmp_D.623,0.160914582,0.154278225,0.006636356,563
tmp_D.445,0.009744478,0.003081299,0.006663179,564
tmp_D.180,0.007364975,0.000694284,0.006670692,565
tmp_D.224,0.052816901,0.046026044,0.006790857,566
tmp_D.672,0.101423488,0.094603904,0.006819584,567
tmp_D.844,0.151195784,0.144366197,0.006829587,568
tmp_D.716,0.263762066,0.256903353,0.006858713,569
tmp_D.393,0.178806334,0.171657202,0.007149132,570
tmp_D.1,0.095114345,0.087845622,0.007268723,571
tmp_D.207,0.147683398,0.140402844,0.007280554,572
tmp_D.574,0.106003245,0.098551316,0.007451929,573
tmp_D.775,0.007462687,1.11E-16,0.007462687,574
tmp_D.667,0.201593999,0.19412619,0.007467809,575
tmp_D.705,0.178322785,0.170810313,0.007512472,576
tmp_D.703,0.109268778,0.101658337,0.007610441,577
tmp_D.49,0.018708787,0.011065007,0.00764378,578
tmp_D.81,0.090662725,0.082957232,0.007705493,579
tmp_D.230,0.007910823,1.11E-16,0.007910823,580
tmp_D.598,0.159170903,0.151183971,0.007986933,581
tmp_D.88,0.310416667,0.302388708,0.008027959,582
tmp_D.627,0.031,0.022947926,0.008052074,583
tmp_D.68,0.12823801,0.120125504,0.008112505,584
tmp_D.776,0.525115069,0.516712454,0.008402615,585
tmp_D.494,0.196544619,0.187807125,0.008737493,586
tmp_D.181,0.096007315,0.087000506,0.009006809,587
tmp_D.115,0.109843789,0.100769928,0.009073861,588
tmp_D.710,0.394736842,0.385612919,0.009123923,589
tmp_D.25,0.468229777,0.459070536,0.009159242,590
tmp_D.405,0.107794944,0.098549138,0.009245806,591
tmp_D.232,0.309849157,0.300568494,0.009280663,592
tmp_D.801,0.216549296,0.207264028,0.009285268,593
tmp_D.700,0.353018373,0.343627834,0.009390538,594
tmp_D.43,0.066398004,0.056850141,0.009547864,595
tmp_D.290,0.099780969,0.090063144,0.009717825,596
tmp_D.730,0.073764111,0.063991323,0.009772787,597
tmp_D.364,0.009856263,0,0.009856263,598
tmp_D.555,0.067137005,0.05674264,0.010394365,599
tmp_D.449,0.087840642,0.077133655,0.010706986,600
tmp_D.409,0.11649765,0.105691057,0.010806593,601
tmp_D.70,0.076402851,0.065579914,0.010822938,602
tmp_D.521,0.030050761,0.019003476,0.011047285,603
tmp_D.739,0.374972315,0.363429611,0.011542703,604
tmp_D.682,0.019327916,0.007254591,0.012073325,605
tmp_D.608,0.223336517,0.211120765,0.012215752,606
tmp_D.596,0.268556774,0.256264412,0.012292362,607
tmp_D.379,0.146476278,0.134110787,0.012365491,608
tmp_D.752,0.020008795,0.007588739,0.012420056,609
tmp_D.281,0.104274388,0.091749908,0.012524481,610
tmp_D.748,0.128973843,0.116443745,0.012530098,611
tmp_D.69,0.148633127,0.135706085,0.012927042,612
tmp_D.305,0.317169374,0.304159224,0.013010149,613
tmp_D.607,0.013011916,-2.22E-16,0.013011916,614
tmp_D.292,0.238483579,0.225160994,0.013322586,615
tmp_D.708,0.243133724,0.229736706,0.013397017,616
tmp_D.125,0.115320467,0.101840855,0.013479612,617
tmp_D.168,0.136527278,0.123040218,0.01348706,618
tmp_D.193,0.311886396,0.298379587,0.013506809,619
tmp_D.720,0.028650845,0.01498046,0.013670384,620
tmp_D.558,0.043960645,0.030213707,0.013746938,621
tmp_D.734,0.303945307,0.289686389,0.014258918,622
tmp_D.474,0.514679313,0.500414422,0.014264892,623
tmp_D.27,0.274943311,0.260494959,0.014448352,624
tmp_D.90,0.051741803,0.037014746,0.014727058,625
tmp_D.817,0.290053286,0.275266225,0.014787061,626
tmp_D.48,0.138112913,0.123290348,0.014822565,627
tmp_D.146,0.300374688,0.285379484,0.014995203,628
tmp_D.84,0.202341507,0.187089202,0.015252305,629
tmp_D.44,0.183292534,0.167732876,0.015559658,630
tmp_D.271,0.304338251,0.288749017,0.015589235,631
tmp_D.631,0.476056338,0.459958458,0.01609788,632
tmp_D.683,0.179313361,0.162924152,0.016389209,633
tmp_D.492,0.079856973,0.063367886,0.016489087,634
tmp_D.537,0.415160643,0.398453608,0.016707034,635
tmp_D.735,0.20104115,0.184228113,0.016813037,636
tmp_D.600,0.044991511,0.028043478,0.016948033,637
tmp_D.131,0.017430168,0.000210261,0.017219907,638
tmp_D.383,0.080679914,0.063313313,0.017366601,639
tmp_D.89,0.36458879,0.34692029,0.0176685,640
tmp_D.234,0.151254954,0.133492823,0.017762131,641
tmp_D.816,0.212054966,0.19409893,0.017956036,642
tmp_D.311,0.248218527,0.230199547,0.01801898,643
tmp_D.41,0.026385764,0.008189836,0.018195928,644
tmp_D.603,0.166117744,0.147795894,0.01832185,645
tmp_D.198,0.068110647,0.049752781,0.018357866,646
tmp_D.843,0.200101747,0.181324647,0.0187771,647
tmp_D.430,0.053712818,0.034654451,0.019058367,648
tmp_D.657,0.266441821,0.247313786,0.019128035,649
tmp_D.291,0.320276498,0.301079011,0.019197486,650
tmp_D.95,0.024970554,0.005734767,0.019235787,651
tmp_D.645,0.360036004,0.340697915,0.019338089,652
tmp_D.835,0.397548161,0.378108108,0.019440053,653
tmp_D.726,0.231058824,0.211611746,0.019447077,654
tmp_D.330,0.367677924,0.348140276,0.019537648,655
tmp_D.251,0.019686801,0,0.019686801,656
tmp_D.654,0.019808307,0,0.019808307,657
tmp_D.655,0.071027082,0.051142968,0.019884114,658
tmp_D.641,0.480717831,0.460789011,0.01992882,659
tmp_D.319,0.040504648,0.020543548,0.0199611,660
tmp_D.717,0.224799591,0.204781319,0.020018271,661
tmp_D.544,0.368619184,0.348534202,0.020084982,662
tmp_D.554,0.020448225,0,0.020448225,663
tmp_D.503,0.158087717,0.13758708,0.020500636,664
tmp_D.441,0.377803468,0.357188094,0.020615374,665
tmp_D.450,0.170866796,0.150039277,0.020827519,666
tmp_D.236,0.490997096,0.470049173,0.020947923,667
tmp_D.439,0.18412118,0.162731006,0.021390174,668
tmp_D.583,0.033195021,0.011643529,0.021551492,669
tmp_D.19,0.182383916,0.160733549,0.021650367,670
tmp_D.279,0.088498508,0.066627703,0.021870805,671
tmp_D.832,0.259548805,0.237509184,0.022039621,672
tmp_D.791,0.347474036,0.325287165,0.022186871,673
tmp_D.208,0.148278061,0.125859554,0.022418507,674
tmp_D.299,0.216882509,0.194274809,0.0226077,675
tmp_D.457,0.145633341,0.122720247,0.022913094,676
tmp_D.523,0.228786926,0.205677133,0.023109794,677
tmp_D.295,0.273508137,0.250051409,0.023456729,678
tmp_D.592,0.096924511,0.073205402,0.023719109,679
tmp_D.847,0.130187025,0.105848643,0.024338382,680
tmp_D.243,0.091414141,0.066975225,0.024438917,681
tmp_D.472,0.083797638,0.059293044,0.024504593,682
tmp_D.433,0.223065622,0.197654584,0.025411038,683
tmp_D.473,0.055331054,0.029621191,0.025709863,684
tmp_D.833,0.0570771,0.031209363,0.025867737,685
tmp_D.616,0.110516934,0.084573588,0.025943346,686
tmp_D.126,0.025948385,0,0.025948385,687
tmp_D.413,0.329010015,0.302994328,0.026015687,688
tmp_D.855,0.239901579,0.213615334,0.026286245,689
tmp_D.634,0.163553895,0.136947218,0.026606677,690
tmp_D.434,0.158536585,0.131500987,0.027035598,691
tmp_D.57,0.16916344,0.141970364,0.027193076,692
tmp_D.145,0.154862688,0.127528584,0.027334104,693
tmp_D.391,0.18036036,0.152895361,0.027465,694
tmp_D.698,0.027471339,1.11E-16,0.027471339,695
tmp_D.662,0.080287597,0.052381979,0.027905618,696
tmp_D.346,0.068517575,0.040526498,0.027991077,697
tmp_D.581,0.099270073,0.071257875,0.028012198,698
tmp_D.12,0.424315233,0.396114489,0.028200744,699
tmp_D.815,0.302122905,0.273370319,0.028752586,700
tmp_D.355,0.267190193,0.23785828,0.029331913,701
tmp_D.197,0.030614385,0.001201057,0.029413328,702
tmp_D.548,0.462022971,0.432507987,0.029514984,703
tmp_D.678,0.02970297,0,0.02970297,704
tmp_D.731,0.253418803,0.223378554,0.030040249,705
tmp_D.148,0.40078329,0.37054977,0.03023352,706
tmp_D.436,0.347113594,0.316773602,0.030339992,707
tmp_D.316,0.290564154,0.260104302,0.030459851,708
tmp_D.341,0.221763085,0.190854871,0.030908215,709
tmp_D.476,0.031100478,0,0.031100478,710
tmp_D.508,0.598479613,0.567282778,0.031196835,711
tmp_D.369,0.233988044,0.202303816,0.031684229,712
tmp_D.754,0.325503356,0.293513166,0.031990189,713
tmp_D.411,0.144466403,0.111986864,0.032479539,714
tmp_D.666,0.160328317,0.127252252,0.033076065,715
tmp_D.819,0.266405667,0.233251834,0.033153834,716
tmp_D.723,0.196842373,0.163528501,0.033313872,717
tmp_D.751,0.083064716,0.049737497,0.03332722,718
tmp_D.87,0.248434761,0.215106732,0.033328028,719
tmp_D.688,0.233553436,0.200082764,0.033470672,720
tmp_D.389,0.205357143,0.171641791,0.033715352,721
tmp_D.749,0.082705148,0.048780488,0.03392466,722
tmp_D.766,0.198824298,0.164775377,0.034048921,723
tmp_D.143,0.359127499,0.324990866,0.034136633,724
tmp_D.395,0.341112323,0.306160432,0.034951891,725
tmp_D.329,0.045647558,0.010344828,0.035302731,726
tmp_D.61,0.252180508,0.215652474,0.036528034,727
tmp_D.332,0.401187285,0.36459854,0.036588744,728
tmp_D.218,0.075107783,0.037854157,0.037253626,729
tmp_D.142,0.115328229,0.077478345,0.037849885,730
tmp_D.569,0.24536664,0.207277251,0.038089389,731
tmp_D.638,0.038294405,0,0.038294405,732
tmp_D.362,0.512052877,0.47366455,0.038388327,733
tmp_D.629,0.061555474,0.022586717,0.038968757,734
tmp_D.347,0.205242219,0.165939817,0.039302402,735
tmp_D.427,0.450613299,0.41124498,0.039368319,736
tmp_D.659,0.071884984,0.032179721,0.039705263,737
tmp_D.590,0.191035219,0.150582666,0.040452553,738
tmp_D.790,0.183823529,0.143369176,0.040454354,739
tmp_D.360,0.16463189,0.123820418,0.040811473,740
tmp_D.725,0.205836521,0.164274924,0.041561596,741
tmp_D.773,0.333740533,0.291473893,0.04226664,742
tmp_D.111,0.146227298,0.103122731,0.043104568,743
tmp_D.740,0.65212967,0.608528162,0.043601508,744
tmp_D.285,0.133006936,0.088522305,0.044484631,745
tmp_D.431,0.360849822,0.316201447,0.044648374,746
tmp_D.459,0.390139688,0.344873725,0.045265963,747
tmp_D.210,0.334676464,0.289049338,0.045627125,748
tmp_D.547,0.447427798,0.401201923,0.046225875,749
tmp_D.635,0.057974501,0.011391375,0.046583126,750
tmp_D.809,0.051932367,0.00533386,0.046598507,751
tmp_D.478,0.718978102,0.67227057,0.046707533,752
tmp_D.263,0.349108519,0.302283105,0.046825414,753
tmp_D.845,0.334382376,0.287283713,0.047098663,754
tmp_D.327,0.049784398,0.002658564,0.047125834,755
tmp_D.470,0.149902661,0.102166182,0.047736479,756
tmp_D.105,0.069482005,0.02173913,0.047742875,757
tmp_D.376,0.165825688,0.117720726,0.048104962,758
tmp_D.823,0.07723351,0.028266799,0.048966711,759
tmp_D.460,0.149250581,0.100171024,0.049079557,760
tmp_D.304,0.099387237,0.049913941,0.049473295,761
tmp_D.110,0.14190774,0.092095722,0.049812019,762
tmp_D.352,0.458566884,0.408753709,0.049813175,763
tmp_D.128,0.141411451,0.089921955,0.051489497,764
tmp_D.837,0.052532243,0.000861574,0.051670669,765
tmp_D.254,0.193692575,0.140399386,0.05329319,766
tmp_D.758,0.086126432,0.032796781,0.053329651,767
tmp_D.169,0.129282321,0.074810871,0.054471449,768
tmp_D.695,0.100994931,0.046467965,0.054526966,769
tmp_D.280,0.061254153,0.005609383,0.05564477,770
tmp_D.674,0.13549066,0.0795053,0.05598536,771
tmp_D.650,0.221752408,0.165755054,0.055997354,772
tmp_D.353,0.058008104,0,0.058008104,773
tmp_D.853,0.294190021,0.2348567,0.05933332,774
tmp_D.697,0.129254542,0.06975,0.059504542,775
tmp_D.787,0.193443511,0.133908046,0.059535465,776
tmp_D.123,0.060606061,0,0.060606061,777
tmp_D.713,0.060708783,0,0.060708783,778
tmp_D.282,0.262304922,0.200913242,0.06139168,779
tmp_D.40,0.182014269,0.118993535,0.063020734,780
tmp_D.259,0.28525641,0.222026653,0.063229757,781
tmp_D.495,0.554959786,0.490483163,0.064476623,782
tmp_D.136,0.458418891,0.393818849,0.064600042,783
tmp_D.707,0.301725431,0.236045412,0.06568002,784
tmp_D.216,0.120402389,0.052994824,0.067407565,785
tmp_D.561,0.068800589,0.000946522,0.067854067,786
tmp_D.390,0.36708459,0.296250442,0.070834148,787
tmp_D.848,0.159827657,0.087809227,0.07201843,788
tmp_D.487,0.137014739,0.062614679,0.074400061,789
tmp_D.175,0.241951543,0.167398844,0.074552699,790
tmp_D.772,0.156532585,0.081336053,0.075196532,791
tmp_D.693,0.16505615,0.089630016,0.075426135,792
tmp_D.456,0.143659942,0.067299919,0.076360023,793
tmp_D.715,0.311123659,0.234000607,0.077123052,794
tmp_D.517,0.207450225,0.128795999,0.078654226,795
tmp_D.765,0.081095176,0.000992392,0.080102784,796
tmp_D.397,0.428502532,0.345096484,0.083406048,797
tmp_D.59,0.150539635,0.065844906,0.08469473,798
tmp_D.744,0.461049766,0.372545551,0.088504215,799
tmp_D.108,0.462936565,0.37357338,0.089363184,800
tmp_D.133,0.621552403,0.531503539,0.090048865,801
tmp_D.727,0.254103223,0.163768797,0.090334426,802
tmp_D.151,0.138079606,0.047058824,0.091020783,803
tmp_D.56,0.091326531,0,0.091326531,804
tmp_D.179,0.28625,0.193607545,0.092642455,805
tmp_D.381,0.417278107,0.324507807,0.092770299,806
tmp_D.386,0.094886519,0.001440403,0.093446116,807
tmp_D.673,0.253468399,0.159299978,0.094168421,808
tmp_D.488,0.094202899,0,0.094202899,809
tmp_D.711,0.228708404,0.133300541,0.095407863,810
tmp_D.205,0.096371208,0,0.096371208,811
tmp_D.806,0.26788522,0.170359712,0.097525508,812
tmp_D.538,0.556712963,0.455665931,0.101047032,813
tmp_D.412,0.53626068,0.433522084,0.102738596,814
tmp_D.424,0.103496073,0.000410846,0.103085226,815
tmp_D.94,0.123889179,0.020574972,0.103314207,816
tmp_D.757,0.104116223,0,0.104116223,817
tmp_D.805,0.230111428,0.12231799,0.107793438,818
tmp_D.301,0.497220208,0.388358779,0.108861429,819
tmp_D.420,0.575213371,0.465465465,0.109747906,820
tmp_D.486,0.272790055,0.161860661,0.110929394,821
tmp_D.92,0.134937042,0.021094265,0.113842777,822
tmp_D.768,0.25665779,0.142096413,0.114561377,823
tmp_D.119,0.115263572,0,0.115263572,824
tmp_D.549,0.223240938,0.100055432,0.123185506,825
tmp_D.594,0.126653654,1.11E-16,0.126653654,826
tmp_D.302,0.433210219,0.304536889,0.128673329,827
tmp_D.782,0.413942308,0.284253579,0.129688729,828
tmp_D.572,0.130772374,0,0.130772374,829
tmp_D.559,0.205905826,0.074187147,0.131718679,830
tmp_D.374,0.136750319,0,0.136750319,831
tmp_D.137,0.160163178,0.018842002,0.141321176,832
tmp_D.190,0.242120009,0.100202429,0.14191758,833
tmp_D.455,0.399522569,0.255394191,0.144128379,834
tmp_D.135,0.517688164,0.368008605,0.149679559,835
tmp_D.800,0.206085754,0.054389722,0.151696032,836
tmp_D.767,0.165402672,0.013299557,0.152103116,837
tmp_D.214,0.153489911,0,0.153489911,838
tmp_D.335,0.385969084,0.227089539,0.158879545,839
tmp_D.724,0.167037243,0,0.167037243,840
tmp_D.479,0.533667921,0.360340633,0.173327289,841
tmp_D.423,0.174666667,0,0.174666667,842
tmp_D.814,0.37910268,0.202807848,0.176294831,843
tmp_D.514,0.270795823,0.093465163,0.17733066,844
tmp_D.326,0.184086905,0,0.184086905,845
tmp_D.841,0.383955449,0.19700428,0.186951169,846
tmp_D.380,0.218801026,0.029878049,0.188922978,847
tmp_D.73,0.266192437,0.071933962,0.194258475,848
tmp_D.357,0.201369437,0,0.201369437,849
tmp_D.367,0.329847909,0.114256198,0.21559171,850
tmp_D.567,0.578036112,0.357637287,0.220398825,851
tmp_D.480,0.245580405,0.022727273,0.222853132,852
tmp_D.159,0.248586683,0.023768737,0.224817947,853
tmp_D.387,0.335766423,0.097001034,0.238765389,854
tmp_D.265,0.635933806,0.365110246,0.27082356,855
tmp_D.709,0.340880948,0.033454019,0.307426929,856
tmp_D.482,0.683908046,0.344390244,0.339517802,857
